NAME,CITY,STATE,ZIP,ZIP_PLUS4,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company,Market_Type,Per_Share _Holds,Performance_Category
SUBWAY,RANCHO CORDOVA,CA,95742,6305.0,6067.0,SACRAMENTO,6922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,140672.5785,120401.497165394,20271.0813346058,22586.8174473339,21177.2389439342,30842.9201101038,29651.4906608016,0.7569432217160585,LSR,75.69,Apex
DIXON'S GRILL,HARRELLS,NC,28444,7848.0,37163.0,SAMPSON,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",FAMILY STEAK / CHOPHOUSE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,44463.7220607283,41644.8310999606,2818.89096076772,5777.94777041339,7766.22629338583,7402.83335185039,17852.9760848622,0.41153584372078855,FSR,41.15,Attention
CHICKEN RUN LLC,HARRELLS,NC,28444,7677.0,37163.0,SAMPSON,,LSR - QUICK CASUAL,CHICKEN,FRIED CHICKEN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,68677.8642,61749.2230481905,6928.64115180954,11100.4896336928,10528.601792591,11694.3731609907,22692.2162591011,0.2130810133968355,LSR,21.31,Study
CARIBOU COFFEE,KANSAS CITY,MO,64151,3199.0,29165.0,PLATTE,3760.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,251-500 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,147205.59,102896.70741,44308.88259,39745.5093,18989.52111,17664.6708,0.0,0.2281682432470673,LSR,22.82,Study
LAKE BUENA VISTA RESORT VILLAGE CONDOMINIUM ASSOCI,ORLANDO,FL,32821,,12095.0,ORANGE,5960.0,RESORTS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,>500,,,,,,,,,others,,NoShare
VILLA PIZZA,CABAZON,CA,92230,2116.0,6065.0,RIVERSIDE,4472.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,40856.3890957343,37590.0555237901,3266.33357194411,6610.43699083927,5443.88928657352,7104.27551897844,12054.3262774128,0.08548437968624811,LSR,8.55,Study
KING'S WOK,SPRING HILL,FL,34609,8100.0,12053.0,HERNANDO,8280.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.5934727150282744,FSR,59.35,Attention
DAGWOODS SANDWICH SHOPPE,PALM BEACH GARDENS,FL,33410,6253.0,12099.0,PALM BEACH,8960.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,79335.0369,67902.7662838483,11432.2706161517,12738.2750408446,11943.3158258142,17394.4647288799,16722.5349161756,0.9303619658143807,LSR,93.04,Apex
DOMINO'S PIZZA,SEAGOVILLE,TX,75159,1837.0,48113.0,DALLAS,1922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,216455.1417,177181.23365558,39273.9080444196,37893.4543345982,20706.8056473214,45094.8211875,40654.3617542411,0.7824502445285871,LSR,78.25,Apex
BOLERO ITALIAN MEDITERRANEAN CUISINE,RICHARDSON,TX,75080,3512.0,48113.0,DALLAS,1922.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,101956.943552221,93938.2701353339,8018.67341688732,13372.6047531627,20706.7572686084,19789.9882041777,31512.4086413651,0.4426474037311938,FSR,44.26,Attention
FOX'S PIZZA DEN,LAS CRUCES,NM,88011,7043.0,35013.0,DONA ANA,4100.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,251-500 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,128179.9728,104922.82850051,23257.1442994898,22439.6699831633,12262.114744898,26704.161,24074.6186158163,0.012482511773854177,LSR,1.25,Study
KOREAN BBQ CORNER,HONOLULU,HI,96817,5016.0,15003.0,HONOLULU,3320.0,LSR - QUICK CASUAL,BBQ,BARBECUE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,33810.0462,30399.0828543184,3410.96334568165,5464.76032313441,5183.22049142735,5757.12860990712,11171.3561427351,0.8683428201191115,LSR,86.83,Apex
SUNSET CAFE,LOS ANGELES,CA,90028,7152.0,6037.0,LOS ANGELES,4472.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,163818.311586274,148491.488224101,15326.8233621729,20223.8465216116,26495.4726731734,37595.3918345677,50894.675783359,0.8891053657159222,FSR,88.91,Apex
PANDA EXPRESS,COUNTRY CLUB HILLS,IL,60478,2017.0,17031.0,COOK,1602.0,LSR - QUICK CASUAL,OTHER ASIAN,ASIAN UNCLASSIFIED,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,379136.9016,340887.262226455,38249.6393735454,61280.3746153945,58123.2615242447,64558.9151331269,125272.628424469,0.5283472181900678,LSR,52.83,Attention
SONIC DRIVE-IN,MARICOPA,AZ,85139,8982.0,4021.0,PINAL,,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,296851.9023,248606.048998458,48245.8533015424,46550.0412347044,25437.1810025707,55396.5275167095,80890.2355881748,0.3786121220200799,LSR,37.86,Study
GLORIOSA PASTRY & ESPRESSO,SPOKANE,WA,99218,2359.0,53063.0,SPOKANE,7840.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,75956.895,53093.869605,22863.025395,20508.36165,9798.439455,9114.8274,0.0,0.35584836548365706,LSR,35.58,Study
SUBWAY,BAKERSFIELD,CA,93313,3404.0,6029.0,KERN,680.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,165150.009,141351.70160742,23798.3073925802,26516.9882039843,24862.139014434,36209.6763142073,34810.9347373255,0.22576502186943925,LSR,22.58,Study
DOMINO'S PIZZA,SAN ANTONIO,TX,78222,1210.0,48029.0,BEXAR,7240.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,219730.644,179862.424473214,39868.2195267857,38466.8761339286,21020.1508928571,45777.2175,41269.5629196429,0.17151966927345808,LSR,17.15,Study
PAPA MURPHY'S PIZZA,POWELL,TN,37849,,47093.0,KNOX,3840.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,190408.5387,155860.560855517,34547.9778444834,33333.6376742028,18215.1025542092,39668.4455625,35762.318014764,0.8542237878415267,LSR,85.42,Apex
LONGHORN STEAKHOUSE,LOUISVILLE,KY,40241,2833.0,21111.0,JEFFERSON,4520.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",FAMILY STEAK / CHOPHOUSE,251-500 UNITS,OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$20 TO $30,NOT APPLICABLE,940504.079124213,880878.426472205,59625.6526520079,122216.11676185,164272.516330394,156585.968106378,377629.133462716,0.5188227533829035,FSR,51.88,Attention
LOG CABIN ESPRESSO,JOHN DAY,OR,97845,5717.0,41023.0,GRANT,,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,24740.8476,17293.8524724,7446.9951276,6680.028852,3191.5693404,2968.901712,0.0,0.9727551314309653,LSR,97.28,Apex
SUBWAY,SAN DIEGO,CA,92113,2435.0,6073.0,SAN DIEGO,7320.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,126222.9075,108034.040476261,18188.8670237385,20266.7342830729,19001.9455165215,27674.7827728737,26605.7351249553,0.8416151757282668,LSR,84.16,Apex
SAM'S OLD TIME HAMBURGERS,ROGERS,AR,72756,3832.0,5007.0,BENTON,2580.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,62560.6659,52392.9941213368,10167.6717786632,9810.28436992288,5360.8111311054,11674.6553521851,17047.3793969152,0.9283857753757337,LSR,92.84,Apex
EL GORDO,LOS ANGELES,CA,90023,2928.0,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,37086.686095493,34823.3200428262,2263.3660526668,5562.1471993702,7183.72703672505,5164.2397458768,13764.1750310569,0.13833746248715018,FSR,13.83,Study
FATHER AND SON RESTAURANT,CHICAGO,IL,60647,2661.0,17031.0,COOK,1602.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$15 TO $20,NOT APPLICABLE,1301422.20505726,1205690.79776454,95731.4072927164,176681.77478699,216051.834063216,179582.726523133,500206.963646358,0.4711246012891749,FSR,47.11,Attention
EL RANCHERO RESTAURANT,FONTANA,CA,92336,232.0,6071.0,SAN BERNARDINO,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,160155.396631411,150381.261327071,9774.1353043397,24019.6141694548,31022.2555311651,22301.2879250246,59439.3067562586,0.11268588935582868,FSR,11.27,Study
BISTRO 54,DELMAR,DE,19940,3572.0,10005.0,SUSSEX,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",EUROPEAN,FRENCH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,209992.904097855,197177.231939598,12815.6721582563,31494.0903700059,40675.8290240307,29241.0515973824,77935.7605540838,0.9672368560750357,FSR,96.72,Apex
EL PAISANO MEXICAN RESTAURANT,SAINT LOUIS,MO,63139,2014.0,29510.0,SAINT LOUIS CITY,7040.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,102651.257860461,96386.5468073706,6264.71105308994,15395.320168274,19883.6481250246,14293.9626485436,38097.4961394903,0.6212156424649825,FSR,62.12,Focus
CARIBOU COFFEE,ARLINGTON,VA,22206,2237.0,51013.0,ARLINGTON,8872.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,251-500 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,127537.9518,89149.0283082,38388.9234918,34435.246986,16452.3957822,15304.554216,0.0,0.06794916629401848,LSR,6.79,Study
DEL TACO,ALBUQUERQUE,NM,87123,2625.0,35001.0,BERNALILLO,200.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,345034.2987,282430.817845312,62603.4808546875,60403.0070109375,33007.10765625,71882.1455625,64803.9546984375,0.22064132087743682,LSR,22.06,Study
SAHRS RESTAURANT,MACHIAS,NY,14101,,36009.0,CATTARAUGUS,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.6599827403698002,FSR,66.0,Focus
SNOW RIDGE CANDLELIGHT RESTAURANT,TURIN,NY,13473,,36049.0,LEWIS,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,127169.090933256,116037.424403352,11131.6665299047,15604.7314836752,20500.3335177694,26488.7038630454,45269.7485712222,0.2854330156426662,FSR,28.54,Study
UBUNTU RESTAURANT & YOGA STUDIO,NAPA,CA,94559,2639.0,6055.0,NAPA,7362.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,338799.666761882,308723.150576112,30076.5161857699,74118.5223773835,55159.7845482212,46265.5618629352,107276.808704108,0.46225331529437275,FSR,46.23,Attention
UNCLE BEAR'S GRILL AND BAR,HIGLEY,AZ,85236,,,,6200.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,86932.0853228523,78865.9215328467,8066.16379000561,12288.5238966873,13162.1156428972,16345.8722290848,29061.4854239191,0.37572112641430544,FSR,37.57,Study
BURRITO BOY,EUGENE,OR,97402,2300.0,41039.0,LANE,2400.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,116084.5587,95022.0223797513,21062.5363202487,20322.2011244579,11105.0279368622,24184.2830625,21802.8715160395,0.3764375157480493,LSR,37.64,Study
AK'S SPORTS BAR AND GRILL,MCKINNEY,TX,75069,1659.0,48085.0,COLLIN,1922.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,361071.266907572,335736.851818277,25334.415089295,46781.5389744125,58666.8201274151,73277.6732741514,127208.253543603,0.3670792874785145,FSR,36.71,Study
RESTRAUNT PIKNIK,PLAYA VISTA,CA,90094,4017.0,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ETHNIC FOOD,"MIDDLE EAST (EGYPTIAN, SYRIAN, IRANIAN)",INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,463669.951167408,435372.604124542,28297.3470428656,69539.7942452273,89813.318875182,64565.0243492226,172084.244682228,0.1023836954157632,FSR,10.24,Study
VIP HARBOR SEAFOOD,DENVER,CO,80219,4127.0,8031.0,DENVER,2082.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,152706.818664283,144104.156120601,8602.66254368143,14337.7709061357,26400.6154951646,20436.1027982121,74327.0043774075,0.0628659523682561,FSR,6.29,Study
SUSHI GARDEN,WATSONVILLE,CA,95076,3758.0,6087.0,SANTA CRUZ,7362.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,306526.029360756,287819.030106967,18706.9992537886,45971.8318146034,59374.3889359378,42683.0776924818,113762.602267369,0.13893598923091743,FSR,13.89,Study
RUMBLE FISH,MONTCLAIR,CA,91763,1643.0,6071.0,SAN BERNARDINO,4472.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,80215.983524421,75697.0560599756,4518.92746444535,7531.54577407558,13868.0862853312,10734.9632433157,39043.5332928078,0.04169187032838362,FSR,4.17,Study
STARBUCKS,VICTORIA,TX,77904,1507.0,48469.0,VICTORIA,8750.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,184421.6808,128910.7548792,55510.9259208,49793.853816,23790.3968232,22130.601696,0.0,0.38227793958756995,LSR,38.23,Study
DOMINO'S PIZZA,CASTROVILLE,TX,78009,5211.0,48325.0,MEDINA,,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,184308.858,150867.614313138,33441.2436868622,32265.8045414541,17631.5871811225,38397.67875,34616.6828322704,0.16820382535044065,LSR,16.82,Study
BELLA RESTAURANT,HARRISVILLE,RI,2830,,44007.0,PROVIDENCE,6480.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,447704.21391617,414771.508232707,32932.7056834631,60780.5635918461,74324.3170114521,61778.5243701329,172076.951341732,0.5054242585523911,FSR,50.54,Attention
TACO DEL MAR,SAN MARCOS,CA,92078,2474.0,6073.0,SAN DIEGO,7320.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,101-250 UNITS,1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,191785.0554,172436.611143248,19348.4442567524,30998.459899178,29401.4454525889,32656.8979783282,63368.7142588876,0.4090551552909172,LSR,40.91,Attention
PITA PIT,GRAND JUNCTION,CO,81501,7674.0,8077.0,MESA,2995.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,101-250 UNITS,20 TO 49,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,117340.893,100431.934543123,16908.958456877,18840.6109958249,17664.8224938566,25727.372221639,24733.5509878325,0.5692323489648309,LSR,56.92,Attention
ARBY'S,LOUISVILLE,KY,40207,3305.0,21111.0,JEFFERSON,4520.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,272782.2906,233474.046887153,39308.2437128474,43798.7549979244,41065.4003026602,59808.4039273291,57498.0684110939,0.9199148901016666,LSR,91.99,Apex
FREEBIRDS WORLD BURRITO,LUBBOCK,TX,79401,3607.0,48303.0,LUBBOCK,4600.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,51-100 UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,346862.628,311869.013880218,34993.6141197822,56063.8431506352,53175.4813502722,59063.2957894737,114608.715027223,0.6645533862850662,LSR,66.46,Focus
EL CHINITO CAFE,EAGLE PASS,TX,78852,4650.0,48323.0,MAVERICK,,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,75672.894816527,69048.9154810748,6623.97933545218,9285.70925166137,12198.8729384571,15762.2963767697,26938.0939728402,0.968025341631294,FSR,96.8,Apex
JIMMY JOHN'S GOURMET SANDWICH SHOP,GREEN BAY,WI,54311,4526.0,55009.0,BROWN,3080.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,207350.2224,184840.522359723,22509.7000402769,24597.5562758968,29099.4962839522,39973.7475111391,73683.9263154185,0.4961488938536661,LSR,49.61,Attention
DADDY'S PIZZA,LAS VEGAS,NV,89102,4621.0,32003.0,CLARK,4120.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,222316.152086853,205962.782657261,16353.3694295923,30181.759740907,36907.1714110857,30677.3163902886,85448.1251147962,0.5444236506073664,FSR,54.44,Attention
SUBWAY,JAMAICA,NY,11434,1021.0,36081.0,QUEENS,5602.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,172928.7873,148009.548953537,24919.2383464631,27765.9725284266,26033.1778089705,37915.1987423834,36450.5746342717,0.8673404823904725,LSR,86.73,Apex
TAQUERIA,TICKFAW,LA,70466,6033.0,22105.0,TANGIPAHOA,,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,117854.3196,96470.6755144133,21383.6440855867,20632.0221493622,11274.3290433673,24552.98325,22135.2660218112,0.24426257684460595,LSR,24.43,Study
HOKKAIDO RESTAURANT INC,LONG BEACH,CA,90807,5210.0,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,ASIAN UNCLASSIFIED,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,189801.617472072,178218.200808168,11583.4166639047,28465.8632572328,36764.7572376107,26429.4591934462,70442.0631527062,0.5815924379982558,FSR,58.16,Attention
STARLING DINER,LONG BEACH,CA,90814,2814.0,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,176883.776411442,161400.366102283,15483.4103091592,21705.1471742271,28514.6051112395,36844.0313377636,62967.2196735048,0.7508623903206653,FSR,75.09,Apex
TACO CHON,VICTORVILLE,CA,92394,,6071.0,SAN BERNARDINO,4472.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,89538.6276,80505.4256055514,9033.2019944486,14472.2410789367,13726.6434539981,15246.5155356037,29584.9313998078,0.46256695508094237,LSR,46.26,Attention
LAKESIDE CAFE,JACKSONVILLE,FL,32256,935.0,12031.0,DUVAL,3600.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,106454.003138108,96494.1782168583,9959.82492124944,13142.0559779267,17217.5448750747,24430.6019368764,33072.8715434314,0.19632367101878612,FSR,19.63,Study
ADRIATICO TRATTORIA ITALIANA,ORLANDO,FL,32804,5303.0,12095.0,ORANGE,5960.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,51260.7293511033,47229.193749338,4031.53560176523,6723.32309196823,10410.703215534,9949.78070008826,15843.4432642542,0.8536549272370694,FSR,85.37,Apex
